order_id,user_id,order_date,channel,product_id,quantity,unit_price,revenue
83,467,2025-10-09 20:02:58,referral,22,3,67.18,201.54
84,483,2026-05-14 01:33:33,email,20,1,79.41,79.41
84,483,2026-05-14 01:33:33,email,5,3,122.91,368.73
85,493,2026-06-10 19:39:01,direct,41,3,28.59,85.77
85,493,2026-06-10 19:39:01,direct,33,2,132.42,264.84
86,500,2026-02-21 04:23:14,referral,27,3,74.36,223.08
86,500,2026-02-21 04:23:14,referral,12,1,134.46,134.46
87,506,2025-10-07 17:10:12,email,20,2,79.41,158.82
87,506,2025-10-07 17:10:12,email,14,2,70.41,140.82
87,506,2025-10-07 17:10:12,email,42,3,37.05,111.15
88,514,2026-06-13 06:33:45,direct,16,2,191.3,382.6
89,522,2026-06-17 02:06:58,email,11,2,104.06,208.12
89,522,2026-06-17 02:06:58,email,24,2,39.49,78.98
89,522,2026-06-17 02:06:58,email,33,3,145.66,436.98
90,524,2025-09-21 10:37:00,referral,32,1,137.51,137.51
91,530,2026-04-20 17:54:58,paid_search,11,3,99.33,297.99
92,535,2026-03-08 12:16:44,paid_search,34,1,124.37,124.37
92,535,2026-03-08 12:16:44,paid_search,12,3,122.77,368.31
92,535,2026-03-08 12:16:44,paid_search,11,2,99.33,198.66
93,541,2026-02-23 14:55:07,organic,16,1,191.3,191.3
93,541,2026-02-23 14:55:07,organic,32,2,119.57,239.14
94,557,2025-12-09 15:17:37,paid_search,14,2,67.21,134.42
94,557,2025-12-09 15:17:37,paid_search,4,2,489.55,979.1
94,557,2025-12-09 15:17:37,paid_search,9,2,76.89,153.78
95,560,2026-06-26 00:22:07,email,35,1,22.77,22.77
95,560,2026-06-26 00:22:07,email,40,3,27.43,82.29
95,560,2026-06-26 00:22:07,email,20,2,79.41,158.82
96,562,2026-05-29 09:02:20,social,16,3,162.61,487.83
97,573,2026-05-28 14:54:58,paid_search,4,3,489.55,1468.65
97,573,2026-05-28 14:54:58,paid_search,11,3,99.33,297.99
98,585,2025-09-18 21:06:38,email,37,2,38.52,77.04
99,586,2026-02-03 01:11:09,paid_search,35,2,21.73,43.46
100,592,2025-12-07 19:55:04,referral,1,2,544.43,1088.86
101,607,2026-04-06 08:10:33,referral,18,2,147.2,294.4
102,609,2026-01-15 03:10:14,organic,23,1,67.92,67.92
102,609,2026-01-15 03:10:14,organic,11,1,94.6,94.6
103,614,2025-10-23 19:58:51,email,23,2,74.71,149.42
103,614,2025-10-23 19:58:51,email,10,2,112.09,224.18
103,614,2025-10-23 19:58:51,email,11,1,104.06,104.06
104,616,2025-11-13 19:07:03,paid_search,37,3,36.77,110.31
104,616,2025-11-13 19:07:03,paid_search,35,3,21.73,65.19
104,616,2025-11-13 19:07:03,paid_search,1,1,497.09,497.09
105,623,2025-12-13 22:27:11,email,11,1,104.06,104.06
105,623,2025-12-13 22:27:11,email,23,2,74.71,149.42
105,623,2025-12-13 22:27:11,email,1,1,520.76,520.76
106,626,2026-01-20 21:08:31,email,16,1,210.43,210.43
106,626,2026-01-20 21:08:31,email,5,3,122.91,368.73
107,628,2026-01-23 11:26:32,organic,20,2,72.19,144.38
107,628,2026-01-23 11:26:32,organic,22,2,58.42,116.84
107,628,2026-01-23 11:26:32,organic,42,2,33.68,67.36
108,640,2026-04-09 19:58:39,organic,23,3,67.92,203.76
108,640,2026-04-09 19:58:39,organic,40,3,24.94,74.82
108,640,2026-04-09 19:58:39,organic,4,1,466.24,466.24
109,641,2025-12-11 14:28:40,social,16,1,162.61,162.61
109,641,2025-12-11 14:28:40,social,32,1,101.63,101.63
110,646,2026-01-01 05:25:17,referral,42,2,38.73,77.46
110,646,2026-01-01 05:25:17,referral,14,3,73.61,220.83
110,646,2026-01-01 05:25:17,referral,5,1,128.5,128.5
111,653,2025-12-11 08:17:39,direct,10,3,101.9,305.7
111,653,2025-12-11 08:17:39,direct,11,1,94.6,94.6
112,657,2026-01-22 04:11:23,organic,6,1,247.65,247.65
113,662,2026-02-21 07:03:56,email,27,1,71.13,71.13
114,663,2026-04-25 11:57:30,email,33,2,145.66,291.32
114,663,2026-04-25 11:57:30,email,20,1,79.41,79.41
114,663,2026-04-25 11:57:30,email,40,2,27.43,54.86
115,669,2026-05-18 12:36:13,email,42,3,37.05,111.15
116,675,2026-05-24 10:17:18,email,20,3,79.41,238.23
116,675,2026-05-24 10:17:18,email,14,1,70.41,70.41
117,680,2026-05-06 15:18:56,direct,20,2,72.19,144.38
118,682,2026-05-30 07:46:09,email,23,3,74.71,224.13
119,683,2025-10-26 15:43:19,referral,14,2,73.61,147.22
119,683,2025-10-26 15:43:19,referral,22,1,67.18,67.18
120,694,2026-01-23 09:11:32,referral,23,3,78.11,234.33
120,694,2026-01-23 09:11:32,referral,1,2,544.43,1088.86
120,694,2026-01-23 09:11:32,referral,4,3,536.18,1608.54
121,697,2026-04-29 19:49:35,referral,27,1,74.36,74.36
122,700,2025-12-16 03:06:38,email,23,3,74.71,224.13
122,700,2025-12-16 03:06:38,email,24,3,39.49,118.47
122,700,2025-12-16 03:06:38,email,6,2,272.42,544.84
123,703,2026-02-05 13:17:12,referral,42,2,38.73,77.46
124,709,2026-05-06 07:46:18,organic,38,2,7.98,15.96
125,710,2025-12-15 04:48:02,referral,16,3,220.0,660.0
125,710,2025-12-15 04:48:02,referral,34,1,136.22,136.22
125,710,2025-12-15 04:48:02,referral,14,2,73.61,147.22
126,730,2025-10-08 00:31:34,organic,20,3,72.19,216.57
127,735,2025-09-17 05:14:37,organic,14,3,64.01,192.03
127,735,2025-09-17 05:14:37,organic,33,2,132.42,264.84
128,737,2026-04-21 14:36:06,referral,14,1,73.61,73.61
128,737,2026-04-21 14:36:06,referral,5,2,128.5,257.0
129,742,2026-03-10 11:52:48,referral,32,1,137.51,137.51
129,742,2026-03-10 11:52:48,referral,4,2,536.18,1072.36
130,745,2025-11-13 21:43:19,email,32,1,131.53,131.53
130,745,2025-11-13 21:43:19,email,20,3,79.41,238.23
131,751,2025-09-05 09:14:46,organic,37,2,35.02,70.04
131,751,2025-09-05 09:14:46,organic,35,1,20.7,20.7
131,751,2025-09-05 09:14:46,organic,40,1,24.94,24.94
132,753,2026-02-24 00:42:29,direct,14,3,64.01,192.03
133,755,2026-02-24 15:52:41,email,33,2,145.66,291.32
134,759,2026-01-19 12:16:48,organic,14,2,64.01,128.02
135,763,2026-06-06 00:33:27,paid_search,22,3,61.34,184.02
135,763,2026-06-06 00:33:27,paid_search,4,1,489.55,489.55
136,765,2025-09-20 15:03:23,referral,14,3,73.61,220.83
137,770,2025-09-09 01:57:46,organic,27,1,64.66,64.66
137,770,2025-09-09 01:57:46,organic,32,3,119.57,358.71
138,771,2026-05-17 19:59:51,paid_search,11,1,99.33,99.33
139,774,2026-03-24 21:22:36,email,10,1,112.09,112.09
139,774,2026-03-24 21:22:36,email,38,3,8.78,26.34
139,774,2026-03-24 21:22:36,email,4,3,512.86,1538.58
140,780,2026-01-13 00:19:21,organic,20,3,72.19,216.57
140,780,2026-01-13 00:19:21,organic,5,2,111.74,223.48
140,780,2026-01-13 00:19:21,organic,1,2,473.42,946.84
141,788,2025-11-30 19:56:50,direct,6,3,247.65,742.95
142,791,2026-01-03 10:39:41,paid_search,42,3,35.36,106.08
142,791,2026-01-03 10:39:41,paid_search,18,2,134.4,268.8
143,796,2025-12-25 19:26:47,paid_search,35,2,21.73,43.46
143,796,2025-12-25 19:26:47,paid_search,16,2,200.87,401.74
144,797,2026-05-10 05:11:19,direct,32,3,119.57,358.71
144,797,2026-05-10 05:11:19,direct,4,3,466.24,1398.72
145,800,2025-10-11 16:36:52,referral,32,3,137.51,412.53
145,800,2025-10-11 16:36:52,referral,16,1,220.0,220.0
145,800,2025-10-11 16:36:52,referral,29,3,114.88,344.64
146,811,2025-12-10 06:09:32,paid_search,42,1,35.36,35.36
147,815,2026-02-23 09:23:36,referral,16,2,220.0,440.0
147,815,2026-02-23 09:23:36,referral,42,3,38.73,116.19
148,820,2026-04-02 21:53:26,email,16,2,210.43,420.86
149,828,2026-02-11 12:49:22,email,35,1,22.77,22.77
150,836,2026-06-07 18:44:15,social,29,1,84.92,84.92
150,836,2026-06-07 18:44:15,social,31,3,117.85,353.55
150,836,2026-06-07 18:44:15,social,14,3,54.41,163.23
151,839,2025-09-08 14:30:06,organic,29,3,99.9,299.7
151,839,2025-09-08 14:30:06,organic,16,3,191.3,573.9
152,843,2026-05-13 01:36:25,paid_search,27,3,67.89,203.67
152,843,2026-05-13 01:36:25,paid_search,22,3,61.34,184.02
153,845,2026-02-08 07:31:49,referral,16,2,220.0,440.0
153,845,2026-02-08 07:31:49,referral,14,3,73.61,220.83
154,846,2026-06-07 04:07:58,paid_search,24,2,37.7,75.4
154,846,2026-06-07 04:07:58,paid_search,4,1,489.55,489.55
155,856,2026-06-06 10:25:04,social,24,3,30.51,91.53
156,858,2026-01-10 13:36:21,email,31,1,152.52,152.52
156,858,2026-01-10 13:36:21,email,34,3,130.3,390.9
156,858,2026-01-10 13:36:21,email,22,3,64.26,192.78
157,859,2026-04-06 08:43:39,paid_search,33,2,139.04,278.08
157,859,2026-04-06 08:43:39,paid_search,6,2,260.03,520.06
157,859,2026-04-06 08:43:39,paid_search,32,3,125.55,376.65
158,880,2026-06-28 08:08:38,referral,14,3,73.61,220.83
158,880,2026-06-28 08:08:38,referral,40,1,28.68,28.68
159,882,2026-02-11 03:05:00,email,16,3,210.43,631.29
160,885,2025-11-11 16:01:45,organic,34,1,118.45,118.45
160,885,2025-11-11 16:01:45,organic,25,2,57.14,114.28
161,889,2026-01-16 04:26:55,email,14,2,70.41,140.82
161,889,2026-01-16 04:26:55,email,20,1,79.41,79.41
161,889,2026-01-16 04:26:55,email,16,3,210.43,631.29
162,891,2025-12-01 15:21:25,organic,4,2,466.24,932.48
163,893,2026-05-23 04:19:45,organic,33,1,132.42,132.42
163,893,2026-05-23 04:19:45,organic,9,1,73.23,73.23
163,893,2026-05-23 04:19:45,organic,4,1,466.24,466.24
164,898,2026-01-31 04:16:20,organic,40,1,24.94,24.94
164,898,2026-01-31 04:16:20,organic,6,1,247.65,247.65
164,898,2026-01-31 04:16:20,organic,25,3,57.14,171.42
165,909,2025-11-21 06:37:58,referral,9,2,84.21,168.42
165,909,2025-11-21 06:37:58,referral,32,3,137.51,412.53
166,918,2025-11-10 02:11:03,email,26,3,24.63,73.89
166,918,2025-11-10 02:11:03,email,24,3,39.49,118.47
166,918,2025-11-10 02:11:03,email,20,1,79.41,79.41
167,922,2026-03-12 15:28:37,paid_search,18,1,134.4,134.4
168,927,2025-11-01 02:33:17,referral,18,1,147.2,147.2
168,927,2025-11-01 02:33:17,referral,4,2,536.18,1072.36
168,927,2025-11-01 02:33:17,referral,16,1,220.0,220.0
169,928,2026-06-27 14:26:54,referral,4,2,536.18,1072.36
170,937,2026-05-28 16:53:45,organic,9,1,73.23,73.23
170,937,2026-05-28 16:53:45,organic,23,1,67.92,67.92
170,937,2026-05-28 16:53:45,organic,12,3,116.92,350.76
171,939,2026-03-01 12:31:53,referral,12,2,134.46,268.92
172,942,2026-03-01 08:06:03,organic,42,1,33.68,33.68
173,944,2026-06-07 05:46:05,paid_search,42,2,35.36,70.72
173,944,2026-06-07 05:46:05,paid_search,35,2,21.73,43.46
174,950,2025-12-08 01:46:12,direct,4,2,466.24,932.48
175,952,2026-01-29 06:06:03,paid_search,12,1,122.77,122.77
175,952,2026-01-29 06:06:03,paid_search,5,3,117.33,351.99
176,955,2025-10-16 15:13:27,email,40,1,27.43,27.43
176,955,2025-10-16 15:13:27,email,42,3,37.05,111.15
177,963,2026-05-22 08:15:04,email,42,1,37.05,37.05
177,963,2026-05-22 08:15:04,email,20,1,79.41,79.41
177,963,2026-05-22 08:15:04,email,12,3,128.61,385.83
178,967,2025-09-12 14:36:17,paid_search,42,2,35.36,70.72
179,969,2026-03-24 15:45:59,referral,14,2,73.61,147.22
179,969,2026-03-24 15:45:59,referral,18,3,147.2,441.6
180,985,2026-05-20 05:23:14,email,11,1,104.06,104.06
180,985,2026-05-20 05:23:14,email,40,1,27.43,27.43
180,985,2026-05-20 05:23:14,email,4,3,512.86,1538.58
181,990,2025-10-17 09:51:20,organic,12,3,116.92,350.76
182,1005,2025-09-27 16:09:57,organic,26,1,22.39,22.39
183,1013,2025-11-21 19:57:19,paid_search,12,2,122.77,245.54
183,1013,2025-11-21 19:57:19,paid_search,1,2,497.09,994.18
184,1015,2026-02-02 02:36:13,referral,16,1,220.0,220.0
184,1015,2026-02-02 02:36:13,referral,14,1,73.61,73.61
185,1017,2026-03-25 05:36:58,paid_search,4,2,489.55,979.1
185,1017,2026-03-25 05:36:58,paid_search,22,3,61.34,184.02
185,1017,2026-03-25 05:36:58,paid_search,17,3,99.69,299.07
186,1020,2025-09-29 23:39:28,organic,11,3,94.6,283.8
186,1020,2025-09-29 23:39:28,organic,16,2,191.3,382.6
186,1020,2025-09-29 23:39:28,organic,19,3,49.88,149.64
187,1028,2026-05-04 16:37:28,referral,42,3,38.73,116.19
187,1028,2026-05-04 16:37:28,referral,34,3,136.22,408.66
187,1028,2026-05-04 16:37:28,referral,25,1,65.71,65.71
188,1032,2026-02-02 01:29:33,email,4,1,512.86,512.86
188,1032,2026-02-02 01:29:33,email,18,2,140.8,281.6
188,1032,2026-02-02 01:29:33,email,37,3,38.52,115.56
189,1035,2026-02-28 14:37:58,email,18,3,140.8,422.4
189,1035,2026-02-28 14:37:58,email,11,2,104.06,208.12
189,1035,2026-02-28 14:37:58,email,24,1,39.49,39.49
190,1038,2026-04-08 01:56:46,referral,4,2,536.18,1072.36
191,1039,2026-04-12 08:20:19,paid_search,4,2,489.55,979.1
191,1039,2026-04-12 08:20:19,paid_search,32,2,125.55,251.1
191,1039,2026-04-12 08:20:19,paid_search,42,3,35.36,106.08
192,1059,2025-11-05 07:35:19,referral,6,3,284.8,854.4
193,1062,2026-01-19 11:19:36,referral,5,2,128.5,257.0
193,1062,2026-01-19 11:19:36,referral,20,2,83.02,166.04
193,1062,2026-01-19 11:19:36,referral,14,2,73.61,147.22
194,1064,2026-03-08 00:12:51,organic,5,2,111.74,223.48
194,1064,2026-03-08 00:12:51,organic,24,1,35.9,35.9
195,1067,2026-03-07 02:32:23,paid_search,22,2,61.34,122.68
195,1067,2026-03-07 02:32:23,paid_search,17,2,99.69,199.38
195,1067,2026-03-07 02:32:23,paid_search,42,2,35.36,70.72
196,1069,2026-04-29 03:06:16,email,42,1,37.05,37.05
196,1069,2026-04-29 03:06:16,email,25,3,62.85,188.55
197,1073,2025-09-24 12:26:32,email,14,3,70.41,211.23
197,1073,2025-09-24 12:26:32,email,4,1,512.86,512.86
197,1073,2025-09-24 12:26:32,email,16,1,210.43,210.43
198,1079,2026-06-12 02:51:10,email,37,1,38.52,38.52
198,1079,2026-06-12 02:51:10,email,31,1,152.52,152.52
198,1079,2026-06-12 02:51:10,email,42,2,37.05,74.1
199,1086,2026-05-24 01:58:20,referral,4,1,536.18,536.18
199,1086,2026-05-24 01:58:20,referral,12,1,134.46,134.46
199,1086,2026-05-24 01:58:20,referral,20,2,83.02,166.04
200,1088,2026-05-05 23:56:52,referral,14,2,73.61,147.22
200,1088,2026-05-05 23:56:52,referral,32,1,137.51,137.51
201,1091,2025-10-05 16:49:36,paid_search,25,2,60.0,120.0
201,1091,2025-10-05 16:49:36,paid_search,20,3,75.8,227.4
201,1091,2025-10-05 16:49:36,paid_search,16,1,200.87,200.87
202,1093,2026-04-29 05:34:44,direct,25,2,57.14,114.28
202,1093,2026-04-29 05:34:44,direct,11,3,94.6,283.8
202,1093,2026-04-29 05:34:44,direct,14,2,64.01,128.02
203,1095,2026-05-03 23:25:02,email,27,2,71.13,142.26
203,1095,2026-05-03 23:25:02,email,17,3,104.43,313.29
203,1095,2026-05-03 23:25:02,email,16,3,210.43,631.29
204,1103,2025-11-26 23:09:53,referral,17,2,109.18,218.36
205,1114,2026-02-14 17:14:06,email,17,3,104.43,313.29
206,1118,2025-11-26 13:45:37,organic,25,1,57.14,57.14
206,1118,2025-11-26 13:45:37,organic,23,1,67.92,67.92
206,1118,2025-11-26 13:45:37,organic,32,1,119.57,119.57
207,1121,2025-09-09 15:06:13,direct,16,2,191.3,382.6
207,1121,2025-09-09 15:06:13,direct,26,2,22.39,44.78
207,1121,2025-09-09 15:06:13,direct,12,1,116.92,116.92
208,1127,2026-05-31 09:19:43,paid_search,12,2,122.77,245.54
208,1127,2026-05-31 09:19:43,paid_search,20,1,75.8,75.8
208,1127,2026-05-31 09:19:43,paid_search,32,3,125.55,376.65
209,1129,2026-02-25 17:31:08,email,12,3,128.61,385.83
210,1130,2025-11-12 17:11:09,organic,25,2,57.14,114.28
210,1130,2025-11-12 17:11:09,organic,11,2,94.6,189.2
211,1136,2025-12-12 23:50:04,organic,10,1,101.9,101.9
211,1136,2025-12-12 23:50:04,organic,4,2,466.24,932.48
212,1141,2025-09-25 08:20:31,referral,12,1,134.46,134.46
212,1141,2025-09-25 08:20:31,referral,10,3,117.19,351.57
213,1143,2026-04-26 22:38:48,email,5,2,122.91,245.82
213,1143,2026-04-26 22:38:48,email,24,3,39.49,118.47
214,1145,2026-06-04 08:46:46,organic,24,1,35.9,35.9
214,1145,2026-06-04 08:46:46,organic,33,2,132.42,264.84
