user_id,signup_date,channel,country,device,last_active_date,activated
56,2025-10-14 20:33:47,email,DE,mobile,2025-10-14 20:33:47,False
57,2025-11-27 19:18:39,social,US,desktop,2025-11-27 19:18:39,False
58,2025-11-09 22:31:40,paid_search,UK,mobile,2025-11-09 22:31:40,False
59,2026-03-28 05:31:22,organic,DE,mobile,2026-03-28 05:31:22,False
60,2026-04-12 23:41:46,email,UK,mobile,2026-04-12 23:41:46,False
61,2026-06-26 13:34:09,paid_search,CA,mobile,2026-06-26 13:34:09,False
62,2025-09-12 16:12:41,organic,UK,desktop,2025-09-12 16:12:41,False
63,2025-11-26 15:42:24,organic,IN,desktop,2025-11-26 16:09:24,False
64,2025-10-06 21:36:20,referral,IN,mobile,2025-11-10 17:36:20,True
65,2025-12-31 09:26:00,referral,BR,tablet,2026-02-21 01:26:00,True
66,2026-01-25 22:53:07,email,CA,tablet,2026-03-16 19:53:07,True
67,2026-04-04 07:01:37,email,UK,mobile,2026-05-25 00:01:37,True
68,2025-11-27 22:26:37,email,IN,mobile,2025-11-27 22:26:37,False
69,2025-11-05 05:42:55,social,US,mobile,2025-11-05 05:42:55,False
70,2025-11-28 22:32:59,social,FR,mobile,2025-11-28 22:32:59,False
71,2026-05-12 01:49:53,email,UK,mobile,2026-06-22 16:49:53,True
72,2026-06-22 08:13:46,direct,IN,mobile,2026-06-22 08:13:46,False
73,2026-04-22 20:33:33,referral,CA,mobile,2026-04-22 20:33:33,False
74,2025-11-19 09:49:28,social,DE,desktop,2025-11-19 09:49:28,False
75,2025-10-29 18:11:21,referral,UK,desktop,2025-10-29 18:11:21,False
76,2026-03-16 02:08:33,email,UK,desktop,2026-05-25 03:08:33,True
77,2026-04-10 18:16:40,referral,CA,desktop,2026-04-10 18:16:40,False
78,2026-01-16 02:17:45,social,US,mobile,2026-01-16 02:17:45,False
79,2026-05-21 21:18:02,direct,UK,mobile,2026-06-11 19:18:02,True
80,2026-04-10 15:48:48,direct,UK,desktop,2026-04-10 15:48:48,False
81,2025-12-22 18:47:04,paid_search,UK,tablet,2025-12-22 18:47:04,False
82,2026-04-27 00:59:25,organic,FR,mobile,2026-04-27 00:59:25,False
83,2026-01-16 02:11:55,direct,US,tablet,2026-01-16 02:11:55,False
84,2026-03-11 14:21:48,paid_search,US,desktop,2026-03-11 14:21:48,False
85,2026-03-11 18:54:32,email,CA,desktop,2026-05-22 16:54:32,True
86,2025-11-21 19:01:24,social,US,desktop,2026-01-13 18:01:24,True
87,2026-04-16 01:59:36,organic,IN,tablet,2026-05-14 00:59:36,True
88,2025-12-02 22:25:56,referral,IN,mobile,2025-12-02 22:25:56,False
89,2026-03-21 14:31:29,referral,US,desktop,2026-03-21 14:31:29,False
90,2025-11-18 04:27:37,referral,IN,desktop,2026-01-19 19:27:37,True
91,2026-06-08 03:32:47,direct,IN,mobile,2026-06-18 22:32:47,True
92,2026-02-04 05:23:16,email,AU,mobile,2026-05-29 05:23:16,True
93,2026-01-23 10:06:19,direct,IN,desktop,2026-01-23 10:06:19,False
94,2025-12-23 13:23:08,email,UK,mobile,2025-12-23 14:53:08,True
95,2026-04-03 06:06:52,email,US,desktop,2026-05-07 03:06:52,True
96,2026-05-30 20:15:49,social,BR,mobile,2026-05-30 20:15:49,False
97,2025-09-14 22:29:50,direct,IN,desktop,2025-09-14 22:29:50,False
98,2026-01-11 07:05:34,referral,US,mobile,2026-01-25 07:05:34,True
99,2026-04-11 10:51:01,social,UK,mobile,2026-04-11 10:51:01,False
100,2026-06-15 16:51:38,email,IN,desktop,2026-06-15 18:10:38,True
101,2025-10-07 18:02:58,referral,UK,desktop,2025-10-07 18:02:58,False
102,2026-03-23 00:15:00,referral,US,desktop,2026-03-23 00:15:00,False
103,2026-04-28 15:35:05,organic,DE,mobile,2026-04-28 15:35:05,False
104,2026-05-16 11:02:38,email,UK,mobile,2026-06-02 02:02:38,True
105,2026-03-22 05:30:56,direct,FR,mobile,2026-06-17 06:30:56,True
106,2026-04-16 18:00:41,organic,BR,desktop,2026-04-16 18:00:41,False
107,2025-12-09 15:54:51,social,US,mobile,2025-12-09 15:54:51,False
108,2026-06-01 23:48:24,organic,US,desktop,2026-06-22 18:48:24,True
109,2025-09-28 20:19:56,paid_search,BR,mobile,2025-09-28 20:19:56,False
110,2025-11-14 20:03:49,email,FR,desktop,2025-12-16 13:03:49,True
111,2026-01-01 15:17:55,social,US,mobile,2026-05-11 20:17:55,True
112,2026-03-21 21:34:59,organic,US,mobile,2026-03-21 21:34:59,False
113,2026-06-07 08:28:36,organic,DE,mobile,2026-06-07 08:28:36,False
114,2026-05-07 18:50:06,social,UK,mobile,2026-05-30 18:50:06,True
115,2026-02-13 08:28:48,email,IN,mobile,2026-02-13 08:28:48,False
116,2026-01-10 09:22:55,organic,US,mobile,2026-02-14 22:22:55,True
117,2026-01-06 10:54:21,social,UK,mobile,2026-01-06 10:54:21,False
118,2025-11-20 20:01:05,referral,US,mobile,2026-01-15 15:01:05,True
119,2026-05-03 23:00:33,organic,UK,tablet,2026-05-03 23:00:33,False
120,2025-11-04 11:37:06,social,US,mobile,2025-11-04 11:37:06,False
121,2026-01-26 02:00:38,email,DE,desktop,2026-02-11 14:00:38,True
122,2026-05-16 13:38:08,organic,AU,mobile,2026-05-16 13:38:08,False
123,2026-05-28 06:16:32,paid_search,FR,desktop,2026-05-28 06:16:32,False
124,2025-12-11 08:19:36,referral,DE,mobile,2025-12-11 08:19:36,False
125,2026-05-02 19:35:05,direct,US,mobile,2026-05-11 03:35:05,True
126,2025-11-05 03:52:38,paid_search,CA,mobile,2025-11-05 03:52:38,False
127,2026-02-13 14:07:42,social,BR,mobile,2026-02-13 14:07:42,False
128,2026-04-05 13:14:37,organic,US,mobile,2026-04-05 13:14:37,False
129,2025-10-23 01:23:18,organic,US,mobile,2025-10-23 01:23:18,False
130,2025-11-06 00:13:21,referral,IN,mobile,2025-11-06 00:13:21,False
131,2026-05-15 23:59:39,organic,US,desktop,2026-05-15 23:59:39,False
132,2026-04-29 09:16:19,paid_search,US,mobile,2026-05-15 16:16:19,True
133,2026-05-27 06:28:06,email,IN,mobile,2026-06-20 00:28:06,True
134,2026-02-21 19:00:49,referral,IN,mobile,2026-03-12 19:00:49,True
135,2026-05-19 04:03:04,paid_search,US,desktop,2026-05-19 05:18:04,True
136,2026-04-08 15:48:14,direct,DE,mobile,2026-06-11 12:48:14,True
137,2026-03-31 15:12:45,paid_search,FR,desktop,2026-04-25 18:12:45,True
138,2026-05-19 03:47:20,email,DE,desktop,2026-05-19 03:47:20,False
139,2026-03-22 00:26:18,email,US,desktop,2026-03-22 00:26:18,False
140,2026-02-28 06:00:34,referral,US,mobile,2026-02-28 06:00:34,False
141,2026-06-20 15:01:58,email,US,desktop,2026-06-20 16:18:58,True
142,2025-12-20 03:54:10,email,US,desktop,2025-12-20 03:54:10,False
143,2026-03-20 16:02:47,direct,US,desktop,2026-03-20 16:02:47,False
144,2025-10-20 19:01:17,organic,UK,mobile,2025-12-31 02:01:17,True
145,2026-03-04 01:04:57,referral,US,mobile,2026-06-23 17:04:57,True
146,2025-10-10 20:36:55,social,IN,mobile,2025-10-10 20:36:55,False
147,2026-05-14 17:47:24,direct,IN,desktop,2026-05-14 17:47:24,False
148,2026-04-01 07:29:41,organic,US,mobile,2026-06-10 01:29:41,True
149,2026-01-09 07:31:00,organic,UK,desktop,2026-05-27 16:31:00,True
150,2026-06-25 09:06:14,paid_search,AU,mobile,2026-06-25 09:59:14,False
151,2025-12-23 08:22:00,social,UK,mobile,2025-12-23 08:22:00,False
152,2025-09-05 10:35:05,referral,FR,desktop,2025-11-06 06:35:05,True
153,2025-10-24 17:33:28,organic,UK,desktop,2026-01-17 04:33:28,True
154,2026-03-21 18:11:21,paid_search,US,desktop,2026-03-21 18:11:21,False
155,2026-06-22 21:30:08,email,AU,mobile,2026-06-22 21:30:08,False
156,2026-06-01 14:33:55,organic,IN,tablet,2026-06-15 21:33:55,True
157,2026-01-10 06:15:39,referral,US,desktop,2026-01-10 06:15:39,False
158,2025-09-18 20:42:15,social,FR,mobile,2025-09-18 20:42:15,False
159,2025-11-16 08:03:15,direct,US,mobile,2025-11-16 08:03:15,False
160,2026-06-23 19:05:19,organic,IN,desktop,2026-06-23 20:15:19,True
161,2026-04-07 01:41:55,email,US,desktop,2026-04-07 01:41:55,False
162,2026-06-27 15:18:56,email,IN,desktop,2026-06-27 16:28:56,True
163,2026-01-21 08:11:53,organic,UK,tablet,2026-04-06 07:11:53,True
164,2026-05-10 00:55:27,email,IN,desktop,2026-05-10 02:41:27,True
165,2026-05-29 20:00:45,paid_search,UK,mobile,2026-05-29 20:00:45,False
166,2025-11-16 22:56:11,direct,US,desktop,2026-03-12 03:56:11,True
167,2026-04-19 11:42:04,organic,US,tablet,2026-04-19 11:42:04,False
168,2026-03-23 00:23:20,email,US,mobile,2026-05-05 05:23:20,True
169,2026-06-15 00:14:46,email,UK,desktop,2026-06-15 02:17:46,True
170,2026-05-06 10:00:32,social,US,tablet,2026-05-06 10:00:32,False
171,2025-12-02 09:47:14,referral,FR,tablet,2026-02-17 13:47:14,True
172,2026-05-15 21:55:14,social,US,mobile,2026-05-15 21:55:14,False
173,2026-04-18 12:34:01,referral,IN,mobile,2026-05-18 11:34:01,True
174,2026-06-06 04:46:35,organic,DE,mobile,2026-06-06 04:46:35,False
175,2026-06-01 09:03:21,organic,CA,mobile,2026-06-01 09:03:21,False
176,2026-02-20 16:00:22,referral,US,tablet,2026-02-20 16:00:22,False
177,2026-04-18 15:14:37,direct,IN,tablet,2026-04-18 15:14:37,False
178,2026-05-10 15:28:36,organic,FR,mobile,2026-05-10 15:28:36,False
179,2025-11-11 07:07:02,paid_search,DE,desktop,2025-11-11 07:07:02,False
180,2026-05-20 16:25:18,organic,US,desktop,2026-05-20 16:25:18,False
181,2026-05-01 16:10:16,referral,UK,tablet,2026-05-01 16:10:16,False
182,2026-05-24 00:50:32,organic,UK,desktop,2026-05-24 00:50:32,False
183,2025-11-24 01:28:11,referral,IN,desktop,2025-12-20 12:28:11,True
184,2025-11-04 06:48:16,referral,FR,desktop,2026-01-23 01:48:16,True
185,2026-04-28 13:21:25,referral,AU,mobile,2026-05-21 18:21:25,True
186,2026-05-23 16:51:31,email,US,desktop,2026-06-05 12:51:31,True
187,2026-04-20 08:05:46,organic,UK,mobile,2026-04-20 08:05:46,False
188,2026-03-08 08:54:39,paid_search,IN,mobile,2026-03-08 09:07:39,False
189,2026-02-11 04:40:34,referral,IN,mobile,2026-05-25 19:40:34,True
190,2026-05-13 16:09:01,organic,FR,desktop,2026-06-01 14:09:01,True
191,2025-12-08 22:18:06,email,IN,mobile,2025-12-08 22:18:06,False
192,2025-09-18 22:16:23,paid_search,US,mobile,2025-09-18 22:16:23,False
193,2026-06-05 00:18:47,organic,US,mobile,2026-06-18 12:18:47,True
194,2026-03-17 23:12:48,email,AU,desktop,2026-03-17 23:12:48,False
195,2026-01-16 16:18:34,paid_search,US,desktop,2026-01-16 16:18:34,False
196,2026-06-03 13:47:48,paid_search,BR,tablet,2026-06-03 13:47:48,False
197,2026-03-13 13:04:50,direct,UK,tablet,2026-05-24 03:04:50,True
198,2026-01-23 22:52:00,paid_search,US,mobile,2026-01-23 22:52:00,False
199,2025-12-27 18:41:40,social,BR,mobile,2025-12-27 18:41:40,False
200,2025-11-14 02:26:43,email,IN,desktop,2026-02-15 08:26:43,True
201,2025-10-23 05:36:17,social,AU,mobile,2025-10-23 05:36:17,False
202,2026-03-06 05:21:56,social,DE,desktop,2026-03-06 05:21:56,False
203,2025-09-30 07:36:55,referral,CA,desktop,2025-11-05 08:36:55,True
204,2025-10-25 22:57:03,paid_search,AU,mobile,2025-10-25 22:57:03,False
205,2026-05-21 00:31:16,referral,UK,desktop,2026-06-25 14:31:16,True
206,2025-11-04 20:15:26,organic,US,desktop,2025-11-04 20:15:26,False
207,2025-11-19 23:50:46,email,CA,desktop,2025-12-30 00:50:46,True
208,2026-01-01 21:58:01,referral,US,tablet,2026-01-10 16:58:01,True
209,2025-11-14 06:52:45,organic,CA,desktop,2025-11-14 06:52:45,False
210,2025-11-02 10:58:09,referral,AU,mobile,2026-01-29 22:58:09,True
211,2026-04-30 04:33:57,referral,IN,desktop,2026-05-31 06:33:57,True
212,2026-06-03 15:11:58,direct,DE,desktop,2026-06-03 15:52:58,False
213,2026-03-06 05:02:55,paid_search,IN,mobile,2026-03-06 05:02:55,False
214,2026-04-07 04:36:15,email,UK,mobile,2026-05-18 10:36:15,True
215,2026-04-25 21:53:57,direct,CA,mobile,2026-05-03 21:53:57,True
216,2025-10-02 01:41:24,direct,IN,mobile,2025-12-09 11:41:24,True
217,2026-02-04 07:08:30,direct,BR,desktop,2026-05-02 03:08:30,True
218,2025-09-21 23:26:59,email,IN,mobile,2025-09-21 23:26:59,False
219,2026-02-21 04:49:21,referral,BR,mobile,2026-02-21 04:49:21,False
220,2026-04-13 18:42:09,direct,BR,mobile,2026-04-13 18:42:09,False
221,2026-03-09 06:39:22,referral,CA,desktop,2026-03-31 12:39:22,True
222,2026-06-03 08:57:11,referral,UK,desktop,2026-06-03 08:57:11,False
223,2025-12-26 22:03:05,organic,CA,mobile,2025-12-26 22:03:05,False
224,2026-06-05 04:41:27,referral,FR,desktop,2026-06-05 04:41:27,False
225,2026-05-23 07:01:18,direct,US,mobile,2026-06-14 09:01:18,True
226,2026-03-08 05:36:44,email,US,mobile,2026-03-08 06:41:44,True
227,2025-11-02 01:05:18,referral,US,mobile,2025-12-16 15:05:18,True
228,2026-03-19 14:22:46,referral,US,desktop,2026-06-20 05:22:46,True
229,2025-10-14 23:39:02,referral,US,tablet,2025-11-13 23:39:02,True
230,2026-05-09 08:49:21,organic,IN,mobile,2026-05-09 08:49:21,False
231,2026-02-05 08:57:40,organic,BR,mobile,2026-03-12 22:57:40,True
232,2026-02-24 11:48:45,email,CA,mobile,2026-02-24 11:48:45,False
233,2026-02-03 16:54:56,organic,UK,desktop,2026-02-03 16:54:56,False
234,2026-06-17 07:40:41,organic,US,mobile,2026-06-17 08:56:41,True
235,2026-03-11 16:54:18,email,US,desktop,2026-03-11 16:54:18,False
236,2026-02-10 05:58:17,paid_search,AU,mobile,2026-02-10 05:58:17,False
237,2025-12-04 16:06:34,direct,FR,mobile,2025-12-04 16:06:34,False
238,2026-01-26 10:53:16,social,CA,mobile,2026-01-26 10:53:16,False
239,2026-05-12 09:55:05,social,AU,mobile,2026-05-12 09:55:05,False
240,2026-01-07 00:10:57,organic,US,desktop,2026-01-07 00:10:57,False
241,2026-05-05 05:01:24,email,DE,mobile,2026-06-18 08:01:24,True
242,2026-02-11 09:00:10,referral,US,desktop,2026-02-11 09:00:10,False
243,2025-11-19 20:22:07,organic,AU,desktop,2025-11-19 20:22:07,False
244,2026-04-08 11:48:36,organic,US,mobile,2026-04-08 11:48:36,False
245,2026-06-18 16:04:15,referral,FR,mobile,2026-06-18 17:21:15,True
246,2026-05-18 10:40:56,organic,US,mobile,2026-06-03 03:40:56,True
247,2026-05-30 03:04:36,direct,US,mobile,2026-05-30 03:04:36,False
248,2026-04-21 14:28:40,direct,DE,desktop,2026-04-21 14:28:40,False
249,2026-01-05 02:09:40,organic,FR,mobile,2026-01-05 03:08:40,False
250,2025-09-23 09:58:21,paid_search,US,mobile,2025-09-23 09:58:21,False
251,2026-03-14 04:49:06,social,US,mobile,2026-03-14 04:49:06,False
252,2025-12-10 16:27:33,social,US,desktop,2025-12-10 16:27:33,False
253,2025-09-01 18:44:41,direct,AU,mobile,2025-09-28 02:44:41,True
254,2026-06-23 00:30:47,referral,IN,mobile,2026-06-23 02:01:47,True
255,2026-05-02 08:02:32,organic,BR,desktop,2026-05-02 08:02:32,False
256,2026-01-04 10:06:10,social,US,desktop,2026-01-31 23:06:10,True
257,2026-05-28 01:20:58,direct,US,desktop,2026-05-28 01:20:58,False
258,2026-04-15 09:26:44,email,US,desktop,2026-04-15 09:26:44,False
259,2025-11-04 22:23:00,organic,DE,desktop,2025-11-04 22:23:00,False
260,2025-09-18 19:10:06,social,IN,mobile,2025-09-18 19:10:06,False
261,2025-12-05 02:34:53,social,US,mobile,2025-12-05 02:34:53,False
262,2026-04-05 16:09:12,paid_search,IN,mobile,2026-04-05 16:09:12,False
263,2026-05-29 14:44:49,email,US,desktop,2026-05-29 14:44:49,False
264,2025-10-03 22:36:34,paid_search,DE,tablet,2025-10-03 22:36:34,False
265,2026-05-01 23:46:44,referral,IN,mobile,2026-05-01 23:46:44,False
266,2026-02-06 18:32:07,paid_search,FR,tablet,2026-02-06 18:32:07,False
267,2026-06-21 12:29:34,email,IN,mobile,2026-06-21 12:29:34,False
268,2025-11-23 15:15:35,email,US,desktop,2026-02-04 11:15:35,True
269,2026-06-19 19:09:03,organic,US,mobile,2026-06-19 19:09:03,False
270,2026-04-30 07:13:43,paid_search,AU,mobile,2026-04-30 07:13:43,False
271,2025-10-13 03:34:27,direct,IN,desktop,2025-10-13 03:34:27,False
272,2026-03-03 23:07:36,direct,DE,mobile,2026-03-03 23:07:36,False
273,2026-04-22 22:55:00,organic,IN,desktop,2026-04-22 22:55:00,False
274,2026-02-04 17:17:55,direct,US,desktop,2026-05-02 21:17:55,True
275,2025-10-30 08:34:18,referral,US,desktop,2026-01-21 06:34:18,True
276,2025-09-21 03:04:33,organic,BR,desktop,2025-09-21 03:04:33,False
277,2026-03-06 20:59:18,referral,US,mobile,2026-03-06 20:59:18,False
278,2025-09-07 15:52:38,email,BR,desktop,2025-09-07 15:52:38,False
279,2025-12-03 17:15:14,organic,IN,mobile,2025-12-03 17:15:14,False
280,2026-06-14 06:38:27,email,IN,tablet,2026-06-14 06:38:27,False
281,2026-03-04 16:55:53,referral,US,mobile,2026-03-04 16:55:53,False
282,2026-05-20 07:03:41,email,DE,mobile,2026-05-20 07:03:41,False
283,2026-02-13 07:24:59,paid_search,US,desktop,2026-05-17 00:24:59,True
284,2026-05-27 15:37:59,paid_search,CA,desktop,2026-05-27 16:48:59,True
285,2026-06-20 02:48:13,paid_search,IN,desktop,2026-06-20 02:48:13,False
286,2025-12-24 09:55:59,direct,US,tablet,2025-12-24 09:55:59,False
287,2026-01-18 19:31:28,email,US,mobile,2026-01-18 19:31:28,False
288,2026-06-06 06:57:10,organic,BR,mobile,2026-06-22 10:57:10,True
289,2025-10-15 22:10:25,email,US,mobile,2025-11-03 22:10:25,True
290,2026-02-13 23:10:02,paid_search,US,mobile,2026-02-13 23:10:02,False
291,2026-03-27 18:36:48,organic,IN,mobile,2026-03-27 18:36:48,False
292,2026-06-28 08:36:38,organic,CA,mobile,2026-06-28 10:00:38,True
293,2025-11-07 00:05:09,referral,DE,mobile,2025-11-07 00:05:09,False
294,2026-03-21 03:09:40,direct,US,desktop,2026-05-18 19:09:40,True
295,2026-05-08 13:04:25,direct,CA,tablet,2026-06-15 01:04:25,True
296,2025-11-05 12:42:27,direct,IN,mobile,2025-11-05 12:42:27,False
297,2026-05-04 07:52:05,direct,DE,desktop,2026-06-12 11:52:05,True
298,2026-04-27 10:27:08,direct,UK,mobile,2026-04-27 10:27:08,False
299,2026-06-20 20:55:28,paid_search,US,mobile,2026-06-20 20:55:28,False
300,2025-11-06 01:09:15,social,UK,mobile,2025-11-06 01:09:15,False
301,2025-10-24 10:04:52,email,AU,mobile,2025-12-01 00:04:52,True
302,2026-06-26 06:25:32,email,US,desktop,2026-06-26 06:25:32,False
303,2025-10-07 15:09:02,organic,IN,mobile,2025-12-07 03:09:02,True
304,2025-09-20 01:16:51,email,US,mobile,2025-09-20 01:16:51,False
305,2026-03-29 12:30:46,referral,BR,mobile,2026-04-24 12:30:46,True
306,2025-12-01 19:16:15,paid_search,FR,desktop,2025-12-01 19:16:15,False
307,2026-04-10 23:01:38,organic,DE,mobile,2026-04-10 23:01:38,False
308,2026-06-17 01:26:47,social,US,mobile,2026-06-17 01:26:47,False
309,2025-11-05 05:47:26,social,DE,mobile,2025-11-05 05:47:26,False
310,2025-09-12 12:57:59,paid_search,US,mobile,2025-09-12 14:01:59,True
311,2026-05-18 04:28:31,email,US,desktop,2026-06-25 08:28:31,True
312,2025-12-03 17:59:01,email,US,mobile,2026-01-16 13:59:01,True
313,2025-11-14 08:34:18,referral,IN,desktop,2025-11-14 08:34:18,False
314,2026-05-12 19:08:27,direct,IN,mobile,2026-05-19 19:08:27,True
315,2026-04-15 13:11:20,referral,US,mobile,2026-05-07 14:11:20,True
316,2026-02-18 05:21:19,paid_search,US,desktop,2026-02-18 06:00:19,False
317,2026-06-21 10:21:49,organic,BR,mobile,2026-06-21 11:41:49,True
318,2026-05-05 11:30:27,social,US,mobile,2026-05-05 11:30:27,False
319,2026-06-24 11:39:29,email,IN,mobile,2026-06-24 11:39:29,False
320,2026-04-21 03:45:45,direct,US,mobile,2026-06-05 14:45:45,True
321,2026-04-10 09:21:38,email,BR,mobile,2026-05-08 00:21:38,True
322,2026-03-09 19:10:45,referral,US,mobile,2026-03-09 19:10:45,False
323,2026-05-26 13:27:18,organic,US,mobile,2026-05-26 13:27:18,False
324,2026-03-26 23:26:13,direct,US,mobile,2026-03-26 23:26:13,False
325,2026-06-13 07:36:39,paid_search,AU,mobile,2026-06-13 07:52:39,False
326,2025-11-29 17:19:00,direct,UK,tablet,2025-11-29 17:19:00,False
327,2026-06-05 13:42:05,email,DE,desktop,2026-06-19 18:42:05,True
328,2026-02-27 13:59:27,referral,CA,tablet,2026-02-27 13:59:27,False
329,2026-05-05 11:36:40,social,CA,mobile,2026-05-27 14:36:40,True
330,2025-10-11 01:50:48,social,AU,mobile,2025-10-11 01:50:48,False
331,2026-02-06 22:27:51,organic,CA,mobile,2026-02-06 22:27:51,False
332,2026-05-25 08:04:39,referral,UK,mobile,2026-05-25 08:04:39,False
333,2026-06-21 10:14:58,email,DE,tablet,2026-06-21 10:14:58,False
334,2025-12-27 05:46:28,email,IN,mobile,2025-12-27 05:46:28,False
335,2026-03-26 08:43:02,organic,IN,mobile,2026-05-29 17:43:02,True
336,2026-04-22 16:40:42,organic,IN,desktop,2026-05-03 11:40:42,True
337,2025-10-13 15:19:01,referral,FR,mobile,2026-01-15 22:19:01,True
338,2026-04-12 07:43:17,email,US,desktop,2026-05-16 19:43:17,True
339,2026-03-22 19:48:37,email,DE,mobile,2026-04-18 17:48:37,True
340,2026-01-01 05:28:28,organic,AU,mobile,2026-01-01 06:36:28,True
341,2026-03-17 02:58:06,referral,US,mobile,2026-03-17 02:58:06,False
342,2026-04-21 22:52:03,email,US,desktop,2026-06-01 16:52:03,True
343,2026-03-05 17:27:28,email,DE,mobile,2026-03-05 17:27:28,False
344,2025-12-17 21:36:57,paid_search,US,mobile,2025-12-17 21:36:57,False
345,2025-09-16 04:01:59,paid_search,US,desktop,2025-11-27 22:01:59,True
346,2026-05-01 20:06:44,direct,UK,desktop,2026-05-01 20:06:44,False
347,2026-05-01 14:07:23,social,US,mobile,2026-05-01 14:07:23,False
348,2026-04-15 11:16:02,organic,DE,mobile,2026-05-25 16:16:02,True
349,2026-06-19 22:54:19,email,US,desktop,2026-06-19 22:54:19,False
350,2026-04-20 10:02:54,social,US,mobile,2026-05-17 00:02:54,True
351,2026-04-11 06:01:21,organic,US,mobile,2026-04-11 06:01:21,False
352,2025-10-31 04:51:02,paid_search,US,desktop,2025-11-07 05:51:02,True
